"CarrierName","Program","SubProgram","Policy","PolicyEffective","PolicyExpiration","PolicyCancellation","PolicyReinstatement","State","ASLOB","Product","TransactionType","WrittenPremium","Taxes","PolicyFees","Commission","CollectedPremium","UncollectedPremiumUnder_30_Days","UncollectedPremium_31_60_Days","UncollectedPremium_61_90_Days","UncollectedPremiumOver_90_Days"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001457-01","04/05/2025","04/05/2026","01/06/2026","","CA","9.001","Personal Boaters","Cancellation","-68.0","","0.0","-6.8","-68.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001459-01","04/06/2025","04/06/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","135.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001464-01","04/10/2025","04/10/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","85.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001465-01","04/09/2025","04/09/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","47.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001466-01","04/13/2025","04/13/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","171.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001469-01","04/12/2025","04/12/2026","","","RI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","92.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001475-01","04/10/2025","04/10/2026","","","RI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","102.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001476-01","04/10/2025","04/10/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","6.5","65.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001479-01","04/11/2025","04/11/2026","","08/23/2025","IN","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","55.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001486-01","04/12/2025","04/12/2026","","","OH","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","53.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001508-01","04/16/2025","04/16/2026","","","VA","9.001","Personal Boaters","Renweal","0.0","","5.0","1.76","22.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001515-01","05/01/2025","05/01/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","48.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001517-01","04/17/2025","04/17/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","81.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001519-01","04/17/2025","04/17/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001520-01","04/19/2025","04/19/2026","","","MD","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","74.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001528-01","04/18/2025","04/18/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","98.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001531-01","04/26/2025","04/26/2026","","","MD","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001546-01","04/21/2025","04/21/2026","01/02/2026","","CT","9.001","Personal Boaters","Cancellation","-388.0","","0.0","0.0","-64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001550-01","04/24/2025","04/24/2026","","","MD","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","85.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001551-01","04/24/2025","04/24/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","34.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001559-01","04/23/2025","04/23/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","150.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001560-01","04/23/2025","04/23/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","29.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001562-01","04/24/2025","04/24/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","9.3","93.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001571-01","04/28/2025","04/28/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","225.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001575-01","04/25/2025","04/25/2026","01/20/2026","","MI","9.001","Personal Boaters","Cancellation","-262.0","","0.0","0.0","-76.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001578-01","04/25/2025","04/25/2026","01/09/2026","","CA","9.001","Personal Boaters","Cancellation","-323.0","","0.0","-11.7","-117.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001579-01","04/25/2025","04/25/2026","01/06/2026","","AZ","9.001","Personal Boaters","Cancellation","-82.0","","0.0","0.0","-13.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001587-01","04/26/2025","04/26/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","1.0","6.8","68.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001588-01","04/29/2025","04/29/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","44.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001591-01","04/27/2025","04/27/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","10.2","102.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001593-01","05/27/2025","05/27/2026","","","NH","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","65.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001594-01","04/27/2025","04/27/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","64.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001606-01","04/30/2025","04/30/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","299.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001607-01","05/01/2025","05/01/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","46.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001608-01","05/01/2025","05/01/2026","01/26/2026","","IA","9.001","Personal Boaters","Cancellation","-171.0","","0.0","0.0","-49.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-04-0000001617-01","05/02/2025","05/02/2026","","","MO","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","28.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001620-01","05/01/2025","05/01/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","2.8","35.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001624-01","05/01/2025","05/01/2026","","","NV","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","94.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001650-01","05/31/2025","05/31/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","175.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001653-01","05/04/2025","05/04/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","51.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001666-01","05/05/2025","05/05/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","115.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001679-01","05/07/2025","05/07/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","102.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001681-01","05/06/2025","05/06/2026","","06/18/2025","IL","9.001","Personal Boaters","Renweal","0.0","","5.0","5.2","65.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001683-01","05/09/2025","05/09/2026","","","GA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","57.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001686-01","05/08/2025","05/08/2026","","","MO","9.001","Personal Boaters","Renweal","0.0","","5.0","9.2","92.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001689-01","05/07/2025","05/07/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","133.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001697-01","05/08/2025","05/08/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","199.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001705-01","05/10/2025","05/10/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","29.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001707-01","05/09/2025","05/09/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","2.24","28.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001723-01","05/13/2025","05/13/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","91.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001726-01","05/10/2025","05/10/2026","01/13/2026","","CA","9.001","Personal Boaters","Cancellation","-270.0","","0.0","-27.0","-270.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001729-01","05/10/2025","05/10/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","70.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001734-01","05/12/2025","05/12/2026","","","PA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","52.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001740-01","05/11/2025","05/11/2026","","","AR","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","29.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001744-01","05/24/2025","05/24/2026","","","PA","9.001","Personal Boaters","Renweal","0.0","","5.0","4.96","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001750-01","05/13/2025","05/13/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","15.0","150.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001751-01","05/14/2025","05/14/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","5.0","11.7","117.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001752-01","05/13/2025","05/13/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","3.68","46.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001755-01","05/14/2025","05/14/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","132.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001760-01","05/14/2025","05/14/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","8.24","103.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001762-01","06/01/2025","06/01/2026","","","NC","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","85.0","85.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001765-01","05/16/2025","05/16/2026","","","WI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","139.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001766-01","06/01/2025","06/01/2026","","","SC","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","120.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001773-01","05/16/2025","05/16/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","56.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001774-01","05/16/2025","05/16/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","102.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001775-01","05/18/2025","05/18/2026","","","IN","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","38.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001780-01","05/16/2025","05/16/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","5.0","25.22","194.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001789-01","05/17/2025","05/17/2026","","","MN","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","53.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001797-01","05/17/2025","05/17/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","21.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001820-01","05/20/2025","05/20/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","5.0","16.9","130.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001823-01","05/20/2025","05/20/2026","","","MT","9.001","Personal Boaters","Renweal","0.0","","1.0","5.28","66.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001826-01","05/20/2025","05/20/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","5.0","14.2","142.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001829-01","05/21/2025","05/21/2026","","","IN","9.001","Personal Boaters","Renweal","0.0","","5.0","6.9","69.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001837-01","05/21/2025","05/21/2026","","","NV","9.001","Personal Boaters","Renweal","0.0","","5.0","6.2","62.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001842-01","05/22/2025","05/22/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","48.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001853-01","05/23/2025","05/23/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","7.67","59.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001864-01","05/26/2025","05/26/2026","","","IL","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","56.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001872-01","05/24/2025","05/24/2026","","","ID","9.001","Personal Boaters","Renweal","0.0","","5.0","4.48","56.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001874-01","05/26/2025","05/26/2026","","","TN","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","43.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001884-01","05/26/2025","05/26/2026","","","CT","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","44.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001885-01","06/03/2025","06/03/2026","","","VA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","92.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001888-01","05/29/2025","05/29/2026","","","WI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","27.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001898-01","05/28/2025","05/28/2026","","","MO","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","126.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001912-01","06/28/2025","06/28/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","52.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001915-01","05/31/2025","05/31/2026","","","AZ","9.001","Personal Boaters","Renweal","0.0","","1.0","0.0","36.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001919-01","05/30/2025","05/30/2026","01/27/2026","","OH","9.001","Personal Boaters","Cancellation","-221.0","","1.0","0.0","61.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001920-01","05/30/2025","05/30/2026","","","NY","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","241.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001921-01","06/04/2025","06/04/2026","","","PA","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","24.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001923-01","05/31/2025","05/31/2026","","","NC","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","435.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001925-01","05/30/2025","05/30/2026","","","CA","9.001","Personal Boaters","Renweal","0.0","","1.0","1.8","18.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001927-01","05/31/2025","05/31/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","106.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-05-0000001936-01","05/31/2025","05/31/2026","","","OH","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","37.0","0.0","0.0","0.0","0.0"
"Spinnaker Insurance Company","Ahoy Insurance","","2024-06-0000001939-01","06/03/2025","06/03/2026","","","MI","9.001","Personal Boaters","Renweal","0.0","","5.0","0.0","80.0","0.0","0.0","0.0","0.0"
